"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","doJOZc","lcr4fd href","Cw1rxd 2","R8c4Qb 2","W4Efsd 7","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Dimla+Veterinary+Clinic/data=!4m7!3m6!1s0x3397b0b22a9020c1:0xcbd467fd19c6c819!8m2!3d14.6862152!4d121.0651877!16s%2Fg%2F11b8zk7gtx!19sChIJwSCQKrKwlzMRGcjGGf1n1Ms?authuser=0&hl=en&rclk=1","Dimla Veterinary Clinic","4.7","(23)","Veterinary care","·","Pacita, 121 Sampaguita Ave","","","","(02) 3431 4140","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""the","","","","","","veterinarian","is very knowledgeable"""
"https://www.google.com/maps/place/Petlink+-+10th+Avenue,+Caloocan/data=!4m7!3m6!1s0x3397b5b292e3911f:0x13025af65d0350ee!8m2!3d14.6517852!4d120.9799729!16s%2Fg%2F11j013tcj0!19sChIJH5HjkrK1lzMR7lADXfZaAhM?authuser=0&hl=en&rclk=1","Petlink - 10th Avenue, Caloocan","3.3","(164)","Emergency veterinarian service","·","173 West, Macario Asistio Sr","·","Open 24 hours","","0905 471 1129","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Paulo Eder is a kind, compassionate and knowledgeable","","https://www.facebook.com/petlink10thAveCaloocan","","Directions","","vet","."""
"https://www.google.com/maps/place/Celebrity+Pet+Veterinary+Clinic/data=!4m7!3m6!1s0x3397b9e30376dc45:0x15b0ee1625ecd62d!8m2!3d14.6642664!4d121.0703384!16s%2Fg%2F1pzsy2hs8!19sChIJRdx2A-O5lzMRLdbsJRbusBU?authuser=0&hl=en&rclk=1","Celebrity Pet Veterinary Clinic","4.8","(41)","Veterinarian","·","691 Tandang Sora Ave","·","Closed","","(02) 8931 8243","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Doc Cortes and her team are the loveliest and best crew for your dog’s care.""","","https://www.sweetpew.com/en/ph/celebrity-pet-veterinary-clinic","","Directions","· Opens 9 AM","",""
"https://www.google.com/maps/place/CVMAS+-+College+of+Veterinary+Medicine+%26+Agricultural+Science/data=!4m7!3m6!1s0x3397b6a2b48fb219:0x523e78d214029799!8m2!3d14.670432!4d120.999128!16s%2Fg%2F11c5blg60n!19sChIJGbKPtKK2lzMRmZcCFNJ4PlI?authuser=0&hl=en&rclk=1","CVMAS - College of Veterinary Medicine & Agricultural Science","1.0","(1)","Academic department","·","80 Victoneta Ave","","","","","","Directions","","","","","","","","",""
"https://www.google.com/maps/place/Animal+World+Pet+Clinic/data=!4m7!3m6!1s0x3397b09dd7dc83d3:0x3228afc65c5c661!8m2!3d14.7053244!4d121.0769264!16s%2Fg%2F11bw218d_y!19sChIJ04Pc152wlzMRYcbFZfyKIgM?authuser=0&hl=en&rclk=1","Animal World Pet Clinic","4.9","(8)","Hospital","·","73 170, Greater Fairview","Closed","· Opens 9 AM","·","(02) 8399 9534","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Highly recommended yung clinic to everyone.""","","","","","","",""
"https://www.google.com/maps/place/Vetsharp+Animal+Clinic+-+Columbia+Cubao/data=!4m7!3m6!1s0x3397b7dd13535d03:0x95ce550626db9f2a!8m2!3d14.6258171!4d121.0541307!16s%2Fg%2F11j5j_rdnj!19sChIJA11TE923lzMRKp_bJgZVzpU?authuser=0&hl=en&rclk=1","Vetsharp Animal Clinic - Columbia Cubao","4.7","(78)","Animal hospital","·","No. 22 VALP bldg, Columbia st., brgy. E.rodriguez sr, 22 Columbia","Closed","· Opens 9 AM","·","0995 916 8123","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They will provide the best care to your furbabies.""","","","","","","",""
"https://www.google.com/maps/place/Wags+%26+Tails+Veterinary+Clinic+%28+Managed+by+The+Veterinary+Hub+Pte.+Corp.%29/data=!4m7!3m6!1s0x3397b64ad4bc932b:0xe7aa08eb260706b6!8m2!3d14.6258899!4d121.0337258!16s%2Fg%2F12cnz79t1!19sChIJK5O81Eq2lzMRtgYHJusIquc?authuser=0&hl=en&rclk=1","Wags & Tails Veterinary Clinic ( Managed by The Veterinary Hub Pte. Corp.)","4.3","(89)","Animal hospital","·","·","Open 24 hours","","U8,Creekside Square Bldg 74G/F, 74 Tomas Morato Ave","(02) 7745 8131","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Doctors are friendly and explain your pet's condition well.""","","","","","·","",""
"https://www.google.com/maps/place/Ortiz+Veterinary+Clinic/data=!4m7!3m6!1s0x3397b6e6b703ad73:0x735d1065bc9919f6!8m2!3d14.6618589!4d121.0271672!16s%2Fg%2F11c5b2n7wc!19sChIJc60Dt-a2lzMR9hmZvGUQXXM?authuser=0&hl=en&rclk=1","Ortiz Veterinary Clinic","4.6","(36)","Animal hospital","·","cor. 1105, Pangasinan","Closed","· Opens 9 AM","·","(02) 7758 2772","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Experienced doctor""","","","","","","",""
"https://www.google.com/maps/place/Pet+Town+Veterinary+Clinic+and+Pet+Supplies/data=!4m7!3m6!1s0x3397b74361047aa3:0x40a3f1c3b0a7723b!8m2!3d14.6654165!4d121.0661779!16s%2Fg%2F1yfjrcszl!19sChIJo3oEYUO3lzMRO3KnsMPxo0A?authuser=0&hl=en&rclk=1","Pet Town Veterinary Clinic and Pet Supplies","4.5","(32)","Veterinarian","·","c, 75 Tandang Sora Ave","Closed","· Opens 8 AM","·","(02) 8952 6787","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The clinic is clean, pet supplies good quality.""","","","","","","",""
"https://www.google.com/maps/place/Good+Samaritan+Veterinary+Clinic/data=!4m7!3m6!1s0x3397b65686f7f731:0xff657c1a6ab6d027!8m2!3d14.642501!4d121.027242!16s%2Fg%2F11b8yxyh8d!19sChIJMff3hla2lzMRJ9C2ahp8Zf8?authuser=0&hl=en&rclk=1","Good Samaritan Veterinary Clinic","3.1","(39)","Veterinary care","·","Damar, 5 West Avenue Corner Liwayway","Open 24 hours","","·","(02) 8376 5658","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Doc Lito and Doc Sherwin are both very accommodating.""","","","","","","",""
"https://www.google.com/maps/place/FUR-MDS+VETERINARY+CLINIC+AND+GROOMING+CENTER/data=!4m7!3m6!1s0x3397b0f5cc775d13:0xd99839a7240dd33f!8m2!3d14.7183523!4d121.0542468!16s%2Fg%2F11c1rfmkyj!19sChIJE113zPWwlzMRP9MNJKc5mNk?authuser=0&hl=en&rclk=1","FUR-MDS VETERINARY CLINIC AND GROOMING CENTER","4.3","(28)","Veterinarian","·","Geneva Gardens Subdivision, ALX Center L7B176, Commonwealth Ave","Closed","· Opens 9 AM","·","(02) 7001 0255","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Prices for","","","","","","services","very reasonable."""
"https://www.google.com/maps/place/Bido+Veterinary+Clinic/data=!4m7!3m6!1s0x3397b7b0fbef561f:0xb55ecafd3563b94f!8m2!3d14.629728!4d121.0425542!16s%2Fg%2F11bc7sns5d!19sChIJH1bv-7C3lzMRT7ljNf3KXrU?authuser=0&hl=en&rclk=1","Bido Veterinary Clinic","4.5","(100)","Veterinarian","·","·","Mendoza Building, 102-D Kamuning Rd","Closed","·","0917 329 0601","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""immediate diagnosed and applied","","https://www.facebook.com/BidoVeterinaryClinic/","","Directions","· Opens 8 AM","medication","as needed."""
"https://www.google.com/maps/place/Companion+Animal+Medical+Center/data=!4m7!3m6!1s0x3397b70041c1e9ab:0x376e2340c82225ac!8m2!3d14.6421292!4d121.0267574!16s%2Fg%2F11y6gy53ml!19sChIJq-nBQQC3lzMRrCUiyEAjbjc?authuser=0&hl=en&rclk=1","Companion Animal Medical Center","3.7","(6)","Veterinarian","·","41 A, West Ave","Closed","· Opens 9 AM","·","0917 158 4986","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very accommodating dogtor and staffs
Thank you for treating our dogs""","","","","","","",""
"https://www.google.com/maps/place/Vets+On+The+Block+Pet+Clinic/data=!4m7!3m6!1s0x3397b6465009cbf5:0x992e90be2809a368!8m2!3d14.6291722!4d121.0201023!16s%2Fg%2F1thr4q1x!19sChIJ9csJUEa2lzMRaKMJKL6QLpk?authuser=0&hl=en&rclk=1","Vets On The Block Pet Clinic","4.6","(171)","Veterinarian","·","·","Closed","· Opens 10 AM","10 Hyacinth St","(02) 8682 2931","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent pricing for","","","","","·","services","."""
"https://www.google.com/maps/place/Vet+Specialists,+Inc./data=!4m7!3m6!1s0x3397b7d3bd1148b9:0xb9ddfb66808da53e!8m2!3d14.609003!4d121.037208!16s%2Fg%2F1w4534dp!19sChIJuUgRvdO3lzMRPqWNgGb73bk?authuser=0&hl=en&rclk=1","Vet Specialists, Inc.","4.9","(17)","Veterinary care","·","J25P+MW4, 28 Granada","","","","(02) 8723 2029","","Directions","","","","","","","","",""
"https://www.google.com/maps/place/Annapolis+Veterinary+Care+Center/data=!4m7!3m6!1s0x3397b7debf777005:0x4a379f019b5ed21c!8m2!3d14.604189!4d121.05195!16s%2Fg%2F11bc7ll_m7!19sChIJBXB3v963lzMRHNJemwGfN0o?authuser=0&hl=en&rclk=1","Annapolis Veterinary Care Center","4.9","(13)","Veterinary care","·","L1, 103A the Victoria , 41 Annapolis Street, West Crame , Eisenhower-CRA , 1504 San Juan , Metro Manila","","","","(02) 8722 4436","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""This","","","","","","vet","and her assistants were very kind and patient with my anxious cat!"""
"https://www.google.com/maps/place/Philippine+Veterinary+Medical+Association/data=!4m7!3m6!1s0x3397b79572e123f3:0x1995b36a188ccef2!8m2!3d14.622113!4d121.057797!16s%2Fg%2F1tggl4xx!19sChIJ8yPhcpW3lzMR8s6MGGqzlRk?authuser=0&hl=en&rclk=1","Philippine Veterinary Medical Association","2.3","(3)","Association / Organization","·","Unit 416 Union Square Condominium, 15th Avenue, Cubao 1109","","","","+91 94294 16200","","Website","","","","http://www.pvma.com.ph/","","Directions","","",""
"https://www.google.com/maps/place/Doc+Ferds+Animal+Wellness+Center+UP+Town+Center/data=!4m7!3m6!1s0x3397b7c1ac217b6f:0x13bebe938a40ff71!8m2!3d14.6500223!4d121.0746876!16s%2Fg%2F11f5nk8pgm!19sChIJb3shrMG3lzMRcf9AipO-vhM?authuser=0&hl=en&rclk=1","Doc Ferds Animal Wellness Center UP Town Center","4.1","(72)","Veterinarian","·","·","","","Unit A103, Phase 1, UP Town Center, 216 Katipunan Ave","0920 625 1452","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Doc Ferds and his team saved our lovely Popo.""","","","","","","",""
"https://www.google.com/maps/place/Canine+Veterinary+Clinic/data=!4m7!3m6!1s0x3397b62740946e13:0xf3c79f46efeac084!8m2!3d14.606551!4d121.017492!16s%2Fg%2F11bw3c93wv!19sChIJE26UQCe2lzMRhMDq70afx_M?authuser=0&hl=en&rclk=1","Canine Veterinary Clinic","4.8","(45)","Veterinary care","·","11-A Araneta Ave","Closed","· Opens 8:30 AM","·","(02) 8716 5257","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Lily Ng is very competent and never misdiagnosed my pets.""","","","","","","",""
"https://www.google.com/maps/place/VetSolutions/data=!4m7!3m6!1s0x3397b700328c2e7d:0xc16f056a2103c226!8m2!3d14.6668683!4d121.042544!16s%2Fg%2F11wfn_xmbz!19sChIJfS6MMgC3lzMRJsIDIWoFb8E?authuser=0&hl=en&rclk=1","VetSolutions","","","Pet supply store","·","G/F Unit 15, Wilcon City Center, 121 Visayas Ave","Closed","· Opens 10 AM","·","0917 124 3728","","Directions","","","","","","","","",""
"https://www.google.com/maps/place/Leysa+Veterinary+Clinic/data=!4m7!3m6!1s0x3397bbff32bd7451:0x309c59ffd82a7c42!8m2!3d14.6856337!4d121.0901774!16s%2Fg%2F11kj_yjcsy!19sChIJUXS9Mv-7lzMRQnwq2P9ZnDA?authuser=0&hl=en&rclk=1","Leysa Veterinary Clinic","4.7","(31)","Medical clinic","·","M3PR+63W, Filinvest 1 Road","·","Closed","","0962 056 6936","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""He does home visits (seldom do I see a","","http://leysaveterinaryclinic.com/","","Directions","· Opens 8 AM","vet","do this)and charge minimal."""
"https://www.google.com/maps/place/PET+911+VETERINARY+CLINIC+AND+GROOMING+SALON/data=!4m7!3m6!1s0x3397b5cf157b922b:0x7c1df51db8d88ec5!8m2!3d14.6502167!4d120.9834424!16s%2Fg%2F11fhz5rnf4!19sChIJK5J7Fc-1lzMRxY7YuB31HXw?authuser=0&hl=en&rclk=1","PET 911 VETERINARY CLINIC AND GROOMING SALON","4.1","(207)","Animal hospital","·","178 9th Ave","","","","0920 122 8644","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very clear instructions, friendly doctors and staffs""","","https://www.facebook.com/Pet911veterinaryclinicandgroomingsalon/","","Directions","","",""
"https://www.google.com/maps/place/Marikina+Veterinary+Hospital/data=!4m7!3m6!1s0x3397b9ca7a03af15:0xf000a3d3da801372!8m2!3d14.6374472!4d121.1018491!16s%2Fg%2F11cs49yjf1!19sChIJFa8Desq5lzMRchOA2tOjAPA?authuser=0&hl=en&rclk=1","Marikina Veterinary Hospital","3.8","(295)","Veterinarian","·","·","6 Mayor Gil Fernando Ave","Open 24 hours","·","0917 327 7076","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good","","http://www.facebook.com/MarikinaVeterinaryHospital","","Directions","","medical vet","skills and compassionate"""
"https://www.google.com/maps/place/Pet+House+Veterinary+Hospital+for+Dogs+-+Maginhawa/data=!4m7!3m6!1s0x3397b79ec1995d93:0xe3471fa458f0ad77!8m2!3d14.6363808!4d121.0609166!16s%2Fg%2F11gzgd5sx!19sChIJk12ZwZ63lzMRd63wWKQfR-M?authuser=0&hl=en&rclk=1","Pet House Veterinary Hospital for Dogs - Maginhawa","4.2","(213)","Veterinarian","·","·","131-B, Ext, 1101 V. Luna Ave","Closed","·","(02) 7255 5077","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Staff &","","http://pethouse.com.ph/","","Directions","· Opens 9 AM","Vet","doctor really easy to get along with."""
"https://www.google.com/maps/place/Los+Animales+Veterinary+Clinic+and+Petshop/data=!4m7!3m6!1s0x3397b797a6b19d11:0x9d49cc0ea66a843b!8m2!3d14.6365343!4d121.0181736!16s%2Fg%2F11fj754wgm!19sChIJEZ2xppe3lzMRO4Rqpg7MSZ0?authuser=0&hl=en&rclk=1","Los Animales Veterinary Clinic and Petshop","4.0","(147)","Pet store","·","119 Fernando Poe Jr. Ave","Open 24 hours","","·","0977 374 9535","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","","Vet","fee is reasonable and meds given were very effective."""
"https://www.google.com/maps/place/Mindz+Pet+Canine+Distemper+Rehabilitation+Center/data=!4m7!3m6!1s0x3397b50a8c272699:0x3d095edf70e0d550!8m2!3d14.6269887!4d120.970473!16s%2Fg%2F11vwrwxjj2!19sChIJmSYnjAq1lzMRUNXgcN9eCT0?authuser=0&hl=en&rclk=1","Mindz Pet Canine Distemper Rehabilitation Center","5.0","(9)","Emergency veterinarian service","·","Gagalangin, 512 Del Fierro St","·","Open 24 hours","","0977 347 1750","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""You can contact them to their phone number here in google.""","","https://www.facebook.com/profile.php?id=61557900246789&mibextid=LQQJ4d","","Directions","","",""
"https://www.google.com/maps/place/MV+FurPet+Hub/data=!4m7!3m6!1s0x3397b76a767f0bc5:0x25e3f0541c72d280!8m2!3d14.6704504!4d121.0234805!16s%2Fg%2F11sh79bd8z!19sChIJxQt_dmq3lzMRgNJyHFTw4yU?authuser=0&hl=en&rclk=1","MV FurPet Hub","5.0","(9)","Pet store","·","20 Jacquiline J. Kennedy","Open 24 hours","","·","0927 049 4827","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""No fake products""","","","","","","",""
"https://www.google.com/maps/place/The+Pet+Project+Vet+Clinic/data=!4m7!3m6!1s0x3397b7d5bb9540d3:0xef1d7924493bcf7!8m2!3d14.6028089!4d121.0272451!16s%2Fg%2F11cktgttqx!19sChIJ00CVu9W3lzMR97yTRJLX8Q4?authuser=0&hl=en&rclk=1","The Pet Project Vet Clinic","4.7","(201)","Veterinarian","·","16 Regidor","·","Closed","","(02) 7508 5838","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Diagnosis, surgery, and proper treatment was done.""","","http://www.facebook.com/thePETPROJECTvetclinic","","Directions","· Opens 10 AM","",""
"https://www.google.com/maps/place/ASJP+Veterinary+Clinic/data=!4m7!3m6!1s0x3397b7a2475d07e7:0x8de645b8c7b2193c!8m2!3d14.634751!4d121.0544639!16s%2Fg%2F11c3ty838j!19sChIJ5wddR6K3lzMRPBmyx7hF5o0?authuser=0&hl=en&rclk=1","ASJP Veterinary Clinic","4.2","(94)","Veterinarian","·","·","14 A-B Kalayaan Ave","Closed","·","(02) 8921 8894","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good service and reasonable price 👍""","","http://www.facebook.com/pages/Asjp-Vererinary-Clinic/1375836309340648","","Directions","· Opens 10 AM","",""
"https://www.google.com/maps/place/Furry+Friends+Animal+Clinic+and+Grooming/data=!4m7!3m6!1s0x3397b69bcb412a15:0xde86aad14dd36c8f!8m2!3d14.6641957!4d120.9960435!16s%2Fg%2F11c1qst32n!19sChIJFSpBy5u2lzMRj2zTTdGqht4?authuser=0&hl=en&rclk=1","Furry Friends Animal Clinic and Grooming","4.9","(17)","Animal hospital","·","78 Malolos Ave","·","Closed","","0925 899 7811","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Serice is complete and the doctor has several staff to assist him.""","","https://m.facebook.com/furryfriendsanimalclinic/","","Directions","· Opens 8 AM","",""
"https://www.google.com/maps/place/Stella%E2%80%99s+Animal+Clinic/data=!4m7!3m6!1s0x3397b74df92bfebb:0x15963ffcb0d39071!8m2!3d14.6229701!4d121.0711869!16s%2Fg%2F11fl5n0kkw!19sChIJu_4r-U23lzMRcZDTsPw_lhU?authuser=0&hl=en&rclk=1","Stella’s Animal Clinic","4.6","(29)","Veterinarian","·","Unit 25 Emerald Square, P. Tuazon Blvd, corner JP Rizal St","Closed","· Opens 10 AM","·","0916 643 7127","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","","Services","and"
"https://www.google.com/maps/place/Vet+Central+Lab+Philippines,+Inc/data=!4m7!3m6!1s0x3397c9e9689dfdd9:0x61dabda5a857c739!8m2!3d14.601325!4d121.0281857!16s%2Fg%2F11h1drqjsm!19sChIJ2f2daOnJlzMROcdXqKW92mE?authuser=0&hl=en&rclk=1","Vet Central Lab Philippines, Inc","5.0","(4)","Laboratory","·","Unit B Ground Floor One Roxas Square #1 F Roxas, corner F. Blumentritt","Closed","· Opens 9 AM","·","(02) 8252 5081","","Directions","","","","","","","","",""
"https://www.google.com/maps/place/Animal+House+Clinic/data=!4m7!3m6!1s0x3397b66f84c5f9cd:0xdf025c224c72086f!8m2!3d14.6382616!4d121.0014184!16s%2Fg%2F1tm_zrnj!19sChIJzfnFhG-2lzMRbwhyTCJcAt8?authuser=0&hl=en&rclk=1","Animal House Clinic","3.8","(164)","Veterinarian","·","360, 1100 Del Monte Ave","Closed","· Opens 8 AM","·","(02) 8742 3810","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""good selection of pet items,","","","","","","medicine","and food

well lighted areas."""
"https://www.google.com/maps/place/Pet+House+Veterinary+Clinic+-+Don+Antonio/data=!4m7!3m6!1s0x3397bb999e1af7e7:0x97addc3a7c6be855!8m2!3d14.685877!4d121.0770499!16s%2Fg%2F11j086my3m!19sChIJ5_canpm7lzMRVehrfDrcrZc?authuser=0&hl=en&rclk=1","Pet House Veterinary Clinic - Don Antonio","4.1","(63)","Veterinarian","·","·","13-J Holy Spirit Dr","Closed","·","(02) 7744 2432","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","","http://www.pethouse.com.ph/","","Directions","· Opens 9 AM","medication","they prescribe is available in-house."""
"https://www.google.com/maps/place/Dogs+N+Us+Pet+Supplies+%26+Vet+Clinic/data=!4m7!3m6!1s0x3397b671419e250d:0x25b32df19bbc57eb!8m2!3d14.6228607!4d121.0001713!16s%2Fg%2F11b8_dyvrq!19sChIJDSWeQXG2lzMR61e8m_EtsyU?authuser=0&hl=en&rclk=1","Dogs N Us Pet Supplies & Vet Clinic","4.6","(19)","Veterinary care","·","·","Closed","· Opens 9 AM","50-12, 50 C Kanlaon St","0935 334 9433","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very friendly people,reliable staff.""","","","","","·","",""
"https://www.google.com/maps/place/Doc+Gab+Neuter+and+Wellness+Center/data=!4m7!3m6!1s0x3397b193ec835755:0x760683436c03f541!8m2!3d14.6865942!4d121.0721727!16s%2Fg%2F11s4szlwy9!19sChIJVVeD7JOxlzMRQfUDbEODBnY?authuser=0&hl=en&rclk=1","Doc Gab Neuter and Wellness Center","3.7","(13)","Pet store","·","30 Sampaguita Ave","Closed","· Opens 10 AM Wed","","","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""had a low cost kapon here, thank you doc!""","","","","","","",""
"https://www.google.com/maps/place/Pet+Bureaux/data=!4m7!3m6!1s0x3397b670418b6d27:0xdc89f15abd7486d9!8m2!3d14.6380405!4d120.9973511!16s%2Fg%2F11bw21llqh!19sChIJJ22LQXC2lzMR2YZ0vVrxidw?authuser=0&hl=en&rclk=1","Pet Bureaux","4.3","(129)","Veterinarian","·","185 A Del Monte Ave","Closed","· Opens 9 AM","·","(02) 8365 9917","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","","","","","","vet","assistants are also knowledgeable, friendly and accomodating."""
"https://www.google.com/maps/place/Woodhouse+Animal+Clinic/data=!4m7!3m6!1s0x3397b583c96259eb:0x366c9e17a2671397!8m2!3d14.6730029!4d120.9841999!16s%2Fg%2F11trf7tlkf!19sChIJ61liyYO1lzMRlxNnoheebDY?authuser=0&hl=en&rclk=1","Woodhouse Animal Clinic","5.0","(2)","Veterinarian","·","259 Liwayway","·","Closed","","0966 304 5848","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The doctor here is nice and cares for my cats wellbeing.""","","https://www.facebook.com/profile.php?id=100088510392718","","Directions","· Opens 10 AM","",""
"https://www.google.com/maps/place/Animal+Supplement+and+Pharmaceutical+Philippines+Inc/data=!4m7!3m6!1s0x3397b7a69f26866d:0xb8a2e1a00e387cf1!8m2!3d14.6372785!4d121.0491433!16s%2Fg%2F1tscljb4!19sChIJbYYmn6a3lzMR8Xw4DqDhorg?authuser=0&hl=en&rclk=1","Animal Supplement and Pharmaceutical Philippines Inc","","","Pharmaceutical company","·","22 V. Luna Ave","·","Closed","","(02) 8990 1247","","Website","","","","http://www.vetproducts.co.th/","","Directions","· Opens 8:30 AM","",""
"https://www.google.com/maps/place/My+Pet+Doctor+PH/data=!4m7!3m6!1s0x3397b79325fd77e3:0x511a53d571ac82c4!8m2!3d14.60468!4d121.022342!16s%2Fg%2F11nx1m27mh!19sChIJ43f9JZO3lzMRxIKscdVTGlE?authuser=0&hl=en&rclk=1","My Pet Doctor PH","4.9","(79)","Veterinarian","·","59, 1500 N. Domingo","·","Closed","","(02) 7943 7368","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The homeopathic","","https://www.facebook.com/mypetdoctorph/","","Directions","· Opens 9 AM","medicines","she prescribed were also effective!"""
"https://www.google.com/maps/place/NovaVets+Animal+Clinic+And+Grooming+Center/data=!4m7!3m6!1s0x3397b053304da833:0xe3807eb1a8ee6078!8m2!3d14.7341772!4d121.0339563!16s%2Fg%2F11c6dzj6v6!19sChIJM6hNMFOwlzMReGDuqLF-gOM?authuser=0&hl=en&rclk=1","NovaVets Animal Clinic And Grooming Center","4.0","(24)","Animal hospital","·","170 Susano Rd","·","Closed","","(02) 7756 5037","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They truly have the heart for pets and fur babies.""","","https://free.facebook.com/NovaVetsph/?refid=46&__xts__[0]=12.%7B%22unit_id_click_type%22:%22graph_search_results_item_tapped%22,%22click_type%22:%22result%22,%22module_id%22:1,%22result_id%22:1412431208790087,%22session_id%22:%227062c4b0d10dec55e0addb08c98989a4%22,%22module_role%22:%22ENTITY_PLACES%22,%22unit_id%22:%22browse_rl:133d10a3-7dae-58cb-6c71-69186b2fdf8c%22,%22browse_result_type%22:%22browse_type_page%22,%22unit_id_result_id%22:1412431208790087,%22module_result_position%22:0%7D","","Directions","· Opens 8 AM","",""
"https://www.google.com/maps/place/Ace+Veterinary+Clinic+-+Batasan/data=!4m7!3m6!1s0x3397ba16db8b5813:0x7b1ce18a2a0e696b!8m2!3d14.6897078!4d121.0976151!16s%2Fg%2F1pzsmjgm6!19sChIJE1iL2xa6lzMRa2kOKorhHHs?authuser=0&hl=en&rclk=1","Ace Veterinary Clinic - Batasan","3.7","(115)","Veterinarian","·","7 Constitutional Rd","Closed","· Opens 9 AM","·","(02) 8285 1644","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pretty good","","","","","","vet","that doesn't milk money out of you."""
"https://www.google.com/maps/place/Pets+Vet+Express+Veterinary+Clinic/data=!4m7!3m6!1s0x3397b7bca0051da5:0xc69bd4f8173f49a3!8m2!3d14.6466222!4d121.0592472!16s%2Fg%2F11kmm_ngbr!19sChIJpR0FoLy3lzMRo0k_F_jUm8Y?authuser=0&hl=en&rclk=1","Pets Vet Express Veterinary Clinic","3.9","(36)","Veterinarian","·","44c Magiting","","","","0917 802 3447","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Doc Napoleon was very nice and helpful in assessing how to help our cat.""","","","","","","",""
"https://www.google.com/maps/place/Vetsharp+Animal+Clinic+P.+Tuazon/data=!4m7!3m6!1s0x3397b7d6c30cef3d:0xe93f383c051e1e5c!8m2!3d14.6205277!4d121.0603517!16s%2Fg%2F11rcyfnfp6!19sChIJPe8Mw9a3lzMRXB4eBTw4P-k?authuser=0&hl=en&rclk=1","Vetsharp Animal Clinic P. Tuazon","4.7","(29)","Veterinarian","·","273 Unit B P. Tuazon Blvd","Closed","· Opens 9 AM","·","0995 355 5168","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Service and meds are affordable.""","","","","","","",""
"https://www.google.com/maps/place/Romy+Retail+Veterinary+Medicines/data=!4m7!3m6!1s0x3397b5fd87339481:0xdd67cc9a1bfe962!8m2!3d14.6171465!4d120.9875158!16s%2Fg%2F11xw1d6zw!19sChIJgZQzh_21lzMRYum_ocl81g0?authuser=0&hl=en&rclk=1","Romy Retail Veterinary Medicines","5.0","(1)","Pharmacy","·","1808 Consuelo St","","","","","","Directions","","","","","","","","",""
